46,15,9,12,11,5,9,2,3,2,2,1
15,23,9,7,6,5,6,1,1,1,2,1
9,9,11,6,5,3,3,2,1,0,1,1
12,7,6,17,5,0,1,3,2,1,1,1
11,6,5,5,11,3,4,2,3,0,1,1
5,5,3,0,3,6,6,0,0,0,0,0
9,6,3,1,4,6,10,0,1,1,0,0
2,1,2,3,2,0,0,3,1,0,0,0
3,1,1,2,3,0,1,1,4,0,0,0
2,1,0,1,0,0,1,0,0,3,0,0
2,2,1,1,1,0,0,0,0,0,2,0
1,1,1,1,1,0,0,0,0,0,0,1
