122,42,22,22,24,10,9,10,5,4,8,6,3,5,4,8,4,4,2,2,5,4,4,1,3
42,104,19,20,32,15,7,7,8,9,13,7,5,6,6,8,7,7,1,6,5,2,5,3,2
22,19,75,25,10,6,3,6,7,2,4,6,7,7,1,4,3,4,5,5,2,3,6,2,1
22,20,25,67,13,13,5,11,9,4,4,6,8,8,2,4,0,1,3,3,1,1,7,2,1
24,32,10,13,59,7,4,9,5,6,7,3,4,3,4,5,5,7,1,6,4,1,3,2,2
10,15,6,13,7,30,1,4,5,4,3,1,4,4,0,2,0,1,0,1,0,0,4,2,1
9,7,3,5,4,1,26,1,1,0,4,1,1,0,2,1,0,0,0,0,0,1,1,3,3
10,7,6,11,9,4,1,23,6,2,2,3,5,3,0,0,0,1,1,1,1,0,3,1,1
5,8,7,9,5,5,1,6,15,1,1,3,5,3,0,1,0,0,0,0,1,0,5,1,1
4,9,2,4,6,4,0,2,1,17,3,0,1,2,1,3,1,0,1,1,0,0,1,1,0
8,13,4,4,7,3,4,2,1,3,20,0,1,1,3,2,1,2,0,4,1,0,1,3,1
6,7,6,6,3,1,1,3,3,0,0,16,3,2,0,0,1,1,0,1,0,1,1,0,0
3,5,7,8,4,4,1,5,5,1,1,3,11,0,1,2,1,0,2,0,0,0,4,1,1
5,6,7,8,3,4,0,3,3,2,1,2,0,13,0,1,1,2,0,2,0,0,1,1,0
4,6,1,2,4,0,2,0,0,1,3,0,1,0,12,1,0,0,2,0,1,0,0,0,0
8,8,4,4,5,2,1,0,1,3,2,0,2,1,1,13,1,0,2,1,0,1,0,1,1
4,7,3,0,5,0,0,0,0,1,1,1,1,1,0,1,13,4,0,1,1,0,1,0,0
4,7,4,1,7,1,0,1,0,0,2,1,0,2,0,0,4,11,0,4,1,0,0,0,0
2,1,5,3,1,0,0,1,0,1,0,0,2,0,2,2,0,0,11,0,0,0,0,0,0
2,6,5,3,6,1,0,1,0,1,4,1,0,2,0,1,1,4,0,9,1,0,0,1,0
5,5,2,1,4,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,10,0,1,0,1
4,2,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0
4,5,6,7,3,4,1,3,5,1,1,1,4,1,0,0,1,0,0,0,1,0,8,1,1
1,3,2,2,2,2,3,1,1,1,3,0,1,1,0,1,0,0,0,1,0,0,1,6,1
3,2,1,1,2,1,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,6
