48,27,16,18,14,10,11,11,10,9,4,6,9,5,7,9,6,7,4,6,2,4,2,4,3
27,47,23,19,12,16,11,8,3,2,7,5,8,6,9,10,3,2,3,7,2,2,2,1,4
16,23,32,10,9,18,8,3,1,2,4,2,5,4,4,6,1,2,1,4,0,2,1,0,2
18,19,10,26,7,4,9,5,3,0,0,6,9,4,4,8,3,2,3,6,1,2,1,0,4
14,12,9,7,21,4,10,6,2,4,2,5,5,2,4,1,2,2,2,2,0,1,2,1,6
10,16,18,4,4,24,5,1,0,2,5,1,0,2,3,6,0,0,0,1,0,0,1,0,0
11,11,8,9,10,5,18,6,0,2,3,4,6,2,5,5,3,1,2,3,0,1,3,0,3
11,8,3,5,6,1,6,13,0,0,2,3,5,1,2,2,3,1,2,1,2,1,2,0,2
10,3,1,3,2,0,0,0,10,5,0,0,1,0,1,1,3,6,1,0,0,3,0,4,0
9,2,2,0,4,2,2,0,5,11,0,0,0,0,2,0,1,4,0,0,0,1,0,3,0
4,7,4,0,2,5,3,2,0,0,11,1,1,2,2,2,1,0,0,0,0,0,2,0,0
6,5,2,6,5,1,4,3,0,0,1,7,2,2,1,2,1,0,1,3,0,0,1,0,2
9,8,5,9,5,0,6,5,1,0,1,2,10,2,2,2,3,2,2,4,1,2,2,0,2
5,6,4,4,2,2,2,1,0,0,2,2,2,8,2,0,1,0,0,3,0,0,1,0,0
7,9,4,4,4,3,5,2,1,2,2,1,2,2,9,3,1,0,0,2,0,0,1,0,0
9,10,6,8,1,6,5,2,1,0,2,2,2,0,3,11,0,0,0,3,0,0,1,0,1
6,3,1,3,2,0,3,3,3,1,1,1,3,1,1,0,6,2,3,0,0,1,2,2,0
7,2,2,2,2,0,1,1,6,4,0,0,2,0,0,0,2,7,1,0,0,4,0,3,0
4,3,1,3,2,0,2,2,1,0,0,1,2,0,0,0,3,1,4,0,0,1,1,0,1
6,7,4,6,2,1,3,1,0,0,0,3,4,3,2,3,0,0,0,7,1,0,0,0,1
2,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0
4,2,2,2,1,0,1,1,3,1,0,0,2,0,0,0,1,4,1,0,0,4,0,1,0
2,2,1,1,2,1,3,2,0,0,2,1,2,1,1,1,2,0,1,0,0,0,3,0,0
4,1,0,0,1,0,0,0,4,3,0,0,0,0,0,0,2,3,0,0,0,1,0,5,0
3,4,2,4,6,0,3,2,0,0,0,2,2,0,0,1,0,0,1,1,0,0,0,0,6
