92,48,52,40,27,41,41,20,15,12,5,4,1
48,49,35,28,18,24,22,17,12,8,4,3,0
52,35,69,38,19,31,33,15,12,10,6,2,1
40,28,38,49,20,26,26,14,12,8,2,2,0
27,18,19,20,34,12,33,8,8,5,2,1,0
41,24,31,26,12,61,25,22,10,7,4,2,1
41,22,33,26,33,25,53,10,9,7,3,1,0
20,17,15,14,8,22,10,24,9,6,1,1,1
15,12,12,12,8,10,9,9,16,10,2,2,0
12,8,10,8,5,7,7,6,10,13,2,0,0
5,4,6,2,2,4,3,1,2,2,6,0,0
4,3,2,2,1,2,1,1,2,0,0,4,0
1,0,1,0,0,1,0,1,0,0,0,0,1
