11,5,6,4,6,6,9,0,1,0,2,0,0,0
12,7,4,4,7,5,6,1,2,3,5,2,0,1
31,19,25,18,26,27,14,4,6,0,3,0,0,1
19,13,11,13,15,12,16,8,6,0,5,0,1,0
2,0,1,0,2,0,4,0,0,0,0,0,0,0
4,1,3,1,2,2,2,0,1,0,1,0,0,0
9,6,6,5,6,5,4,1,2,2,3,2,1,0
9,4,5,4,7,6,4,2,0,1,0,0,0,0
5,5,6,5,7,6,6,1,3,0,4,0,0,0
17,12,10,15,18,11,7,1,1,0,2,0,0,0
16,13,8,11,13,9,9,6,7,0,4,0,0,1
12,10,9,9,12,9,7,4,5,0,2,0,0,0
12,11,3,7,9,4,5,2,1,0,1,0,1,0
3,3,1,2,3,1,1,0,0,1,0,1,0,0
1,0,1,0,0,1,1,0,0,0,0,0,0,0
2,2,1,2,2,2,1,0,1,0,2,0,0,0
2,1,1,1,1,1,0,0,1,0,2,0,0,1
5,3,2,2,3,1,5,1,2,0,3,0,0,0
0,0,0,1,1,0,2,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,0
6,2,6,2,4,6,3,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,7,2,6,8,2,0,0,0,0,0,0,0
9,5,5,2,4,4,4,1,2,1,1,1,1,0
2,0,1,0,0,0,3,0,0,0,0,0,0,0
