11,7,9,5,10,5,11,6,3,1,0,0,0,0,0
39,24,24,17,34,21,31,17,6,6,4,1,0,0,0
46,30,30,24,33,29,23,13,13,10,1,1,0,1,1
15,9,10,8,12,8,10,5,0,1,0,0,0,0,0
8,4,4,3,4,3,7,3,1,1,0,0,0,0,0
19,7,9,14,15,15,9,6,1,1,2,0,0,0,0
15,9,9,5,11,8,11,10,3,4,3,0,0,0,0
20,15,16,14,20,16,8,2,1,0,0,0,0,0,1
12,9,10,7,13,8,6,4,1,0,1,0,0,0,0
9,2,6,8,8,12,5,2,0,2,0,0,0,0,0
1,0,1,0,2,0,2,1,0,0,1,0,0,0,0
24,19,15,12,16,15,12,4,1,0,1,0,0,0,1
21,18,14,11,15,14,13,4,2,1,2,0,0,0,0
5,3,2,5,6,5,4,3,0,0,0,0,0,0,0
8,3,7,6,7,9,4,1,2,2,0,0,0,0,0
11,6,5,3,6,4,7,5,1,4,1,0,0,0,1
3,2,2,2,3,1,6,4,0,0,0,0,0,0,0
18,14,11,7,7,10,9,3,2,2,1,0,0,0,0
12,7,6,9,10,8,6,4,2,2,0,1,0,1,0
1,1,1,1,5,1,6,4,1,1,0,0,0,0,0
8,4,6,5,8,6,3,2,0,0,0,0,0,0,0
12,8,8,9,10,12,6,2,1,0,0,0,0,0,1
12,7,8,4,10,10,8,1,2,3,1,0,0,0,0
11,6,8,6,9,10,7,3,1,3,0,0,0,0,1
3,2,3,3,3,3,3,2,0,1,0,0,0,0,0
