63,33,24,21,20,30,13,8,9,12,3,4,3
33,47,20,18,23,24,11,7,6,7,1,3,2
24,20,50,10,13,19,6,7,11,11,3,4,3
21,18,10,22,15,15,9,8,6,5,1,1,1
20,23,13,15,24,16,7,7,5,4,1,2,1
30,24,19,15,16,39,14,8,9,10,1,1,3
13,11,6,9,7,14,16,5,4,3,0,0,2
8,7,7,8,7,8,5,10,6,6,1,0,1
9,6,11,6,5,9,4,6,12,4,0,0,1
12,7,11,5,4,10,3,6,4,17,2,1,2
3,1,3,1,1,1,0,1,0,2,6,0,0
4,3,4,1,2,1,0,0,0,1,0,5,1
3,2,3,1,1,3,2,1,1,2,0,1,3
