74,35,52,34,36,22,38,13,12,16,3,8,2,0
35,37,28,25,21,15,21,10,11,9,2,3,1,0
52,28,65,35,32,23,36,11,10,11,2,7,2,0
34,25,35,40,26,20,27,11,12,11,1,7,2,0
36,21,32,26,56,17,21,18,14,12,1,8,2,0
22,15,23,20,17,28,25,7,7,8,1,4,2,0
38,21,36,27,21,25,47,8,9,8,1,5,2,0
13,10,11,11,18,7,8,18,9,7,1,3,1,0
12,11,10,12,14,7,9,9,15,10,1,1,1,0
16,9,11,11,12,8,8,7,10,19,3,1,2,0
3,2,2,1,1,1,1,1,1,3,7,0,0,1
8,3,7,7,8,4,5,3,1,1,0,9,1,0
2,1,2,2,2,2,2,1,1,2,0,1,2,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1
