19,11,13,12,18,15,11,5,3,0,1,0,0,0
6,2,2,5,8,3,6,2,2,0,1,0,0,0
20,13,9,12,16,12,6,3,2,0,3,0,1,1
7,2,8,4,6,9,4,0,2,1,2,0,0,0
8,4,3,6,6,3,3,2,1,0,1,0,0,0
9,4,6,6,11,6,4,3,1,0,1,0,1,0
7,4,4,2,6,3,6,4,2,0,1,0,1,0
14,8,11,11,14,11,8,4,3,0,1,0,0,0
7,3,5,4,5,4,6,3,1,0,0,0,0,0
6,2,5,3,6,7,2,1,1,0,0,0,0,0
5,4,6,5,8,7,3,1,2,0,2,0,0,1
8,4,4,2,3,5,2,1,1,0,2,0,1,1
7,4,4,7,11,6,3,2,3,0,1,0,1,0
11,8,4,6,7,4,2,1,1,0,4,0,2,1
9,3,3,6,8,5,5,2,0,0,0,0,0,0
9,5,3,5,7,4,1,1,1,0,1,0,0,0
2,2,1,2,2,1,3,1,1,0,0,0,0,0
7,3,2,7,9,3,3,1,2,0,0,0,1,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0
4,2,2,2,3,2,4,3,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,5,2,3,3,1,1,1,0,0,1,0,0,1
4,2,2,2,3,0,2,2,1,0,0,0,1,0
10,10,3,5,6,4,3,0,0,0,1,0,0,0
2,0,2,1,2,2,1,0,0,0,0,0,0,0
