34,17,27,16,19,8,20,7,7,10,2,4,2,0
13,6,12,5,4,3,7,2,3,3,0,0,0,0
11,4,7,4,7,2,5,4,1,3,1,3,1,0
6,4,7,4,3,1,4,0,1,1,0,0,0,0
5,0,3,1,2,0,3,0,1,1,0,0,0,0
6,3,5,4,4,2,3,2,2,2,0,2,0,0
2,2,3,1,1,1,2,0,0,0,0,0,0,0
8,1,3,3,2,2,5,0,2,2,0,0,0,0
8,4,3,3,4,2,4,1,2,2,0,0,0,0
4,2,4,1,4,1,4,1,2,2,0,0,0,0
4,2,4,3,4,1,2,1,1,1,1,2,1,0
5,2,1,1,2,1,2,1,1,1,0,1,0,0
3,3,2,3,3,0,1,2,2,2,0,1,0,0
1,1,2,0,2,2,2,1,0,1,1,0,0,0
3,1,2,0,1,1,4,1,0,0,0,0,0,0
5,0,4,1,5,4,5,0,0,1,0,1,0,0
2,1,3,1,2,0,0,1,0,0,0,0,0,0
1,1,2,2,1,1,1,0,0,0,0,0,0,0
3,0,3,1,3,1,2,1,0,0,0,1,0,0
2,2,3,2,3,1,1,2,1,2,0,0,0,0
2,1,2,0,0,0,1,0,0,0,1,0,0,0
3,1,3,1,0,1,2,0,0,0,0,0,0,0
3,1,3,2,3,1,1,1,1,0,0,2,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0
