30,12,10,5,8,9,7,5,5,3,0,3,1,1
12,19,9,7,4,7,5,2,4,3,1,1,1,0
10,9,19,4,5,8,9,4,5,3,1,2,2,0
5,7,4,7,3,3,4,2,3,3,0,1,0,0
8,4,5,3,8,5,5,4,3,3,0,2,1,0
9,7,8,3,5,11,6,5,5,2,0,2,2,1
7,5,9,4,5,6,9,4,4,3,1,2,1,0
5,2,4,2,4,5,4,5,3,2,0,1,1,1
5,4,5,3,3,5,4,3,6,3,0,2,0,1
3,3,3,3,3,2,3,2,3,3,0,1,0,0
0,1,1,0,0,0,1,0,0,0,3,0,0,0
3,1,2,1,2,2,2,1,2,1,0,3,0,0
1,1,2,0,1,2,1,1,0,0,0,0,2,0
1,0,0,0,0,1,0,1,1,0,0,0,0,1
