16,11,5,5,4,4,4,4,3,2,1,1,2,1,1,1,1,1,1
15,9,4,4,4,2,4,4,4,2,1,1,2,1,0,1,1,1,1
15,11,5,5,3,4,4,4,2,1,1,1,2,1,1,1,1,1,1
12,10,4,5,2,3,4,4,3,1,1,1,1,1,1,1,1,1,1
12,9,4,4,3,2,4,4,3,1,1,1,2,1,1,1,1,1,1
12,9,3,4,3,2,4,4,3,1,1,1,2,1,0,1,1,1,0
11,8,4,5,2,2,5,3,3,1,1,1,2,1,1,1,1,1,1
10,8,3,4,1,1,4,4,2,1,1,1,0,1,0,1,1,1,0
10,8,5,3,4,3,3,2,3,2,1,1,2,0,1,1,1,1,1
9,8,3,2,3,1,3,3,3,2,0,1,2,1,0,1,1,1,1
8,8,3,3,2,3,3,3,3,1,0,1,1,1,1,1,1,1,1
9,8,1,4,3,1,2,2,3,1,0,1,1,0,0,1,1,1,1
6,6,2,2,3,1,2,1,1,1,0,1,1,0,0,1,1,0,1
5,3,3,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0
7,5,3,3,2,2,1,3,2,1,0,1,1,0,1,1,1,1,1
10,4,3,2,3,1,3,3,1,2,1,1,1,1,0,1,1,1,0
6,5,3,2,1,3,1,1,3,0,0,0,2,1,1,0,0,1,1
9,7,4,4,2,1,3,4,2,1,1,1,0,1,0,1,1,0,0
7,8,2,2,3,3,1,2,3,1,0,0,1,0,1,1,1,1,1
5,7,2,4,1,1,3,4,1,1,0,1,0,1,1,1,1,0,0
5,6,2,2,3,2,1,1,3,1,0,0,2,0,1,1,1,1,1
9,5,3,3,1,1,0,2,1,0,0,1,1,0,1,0,0,1,0
4,3,1,1,2,0,1,1,0,1,0,0,0,0,0,1,1,0,0
7,5,4,3,3,1,2,2,1,2,1,1,0,0,1,1,1,1,0
6,4,1,3,2,0,1,3,0,1,0,1,0,0,0,1,1,0,1
