17,6,9,4,1,1,1,0,1
17,5,11,4,1,1,1,1,1
16,5,10,4,1,1,1,1,0
12,3,4,3,1,0,0,1,0
15,5,8,3,1,0,1,1,0
14,3,9,2,1,0,1,1,1
16,4,9,3,1,1,1,1,0
10,3,4,2,1,0,0,1,0
11,4,8,3,0,0,1,1,0
13,5,5,3,0,0,1,0,0
13,3,6,2,0,0,1,0,0
10,5,5,4,1,0,0,0,0
8,4,4,4,1,0,0,0,0
8,2,3,2,0,0,1,0,0
11,4,3,3,0,0,0,0,0
6,1,3,1,0,0,1,0,0
8,1,3,1,0,0,0,0,0
7,1,1,1,0,0,0,0,0
6,2,4,3,1,0,1,0,0
7,2,2,2,1,0,0,0,0
6,1,4,1,0,0,0,0,0
7,2,4,1,0,0,1,0,1
3,2,4,1,0,0,1,1,0
7,2,4,2,0,1,1,0,0
6,2,3,2,0,0,1,0,0
